ct,dose
556.0,12.766
326.0,14.284
227.0,15.421
635.0,15.919
460.0,16.42
249.0,16.801
1344.0,16.639
1281.0,15.902
1019.0,15.128
1041.0,15.092
1052.0,15.106
1051.0,14.908
1054.0,14.77
1054.0,15.123
1050.0,16.724
1053.0,18.157
1055.0,19.209
1058.0,20.281
1048.0,21.828
1015.0,23.916
1022.0,27.176
1033.0,29.531
1013.0,30.916
1015.0,30.772
968.0,29.333
904.0,27.32
832.0,24.786
803.0,23.057
776.0,21.839
716.0,21.827
570.0,23.321
428.0,24.314
391.0,24.822
238.0,25.235
143.0,24.628
84.0,22.881
124.0,20.97
298.0,20.017
726.0,20.044
647.0,20.724
137.0,21.793
123.0,23.595
63.0,26.017
46.0,28.16
23.0,29.361
24.0,30.055
7.0,31.37
15.0,32.75
2.0,33.173
1.0,34.195
9.0,35.882
13.0,36.657
25.0,37.827
1101.0,40.879
1068.0,42.92
1070.0,6.646
1080.0,8.324
1106.0,9.163
1256.0,9.783
1400.0,10.534
1392.0,12.02
1308.0,13.821
1534.0,15.378
2297.0,16.359
2366.0,17.4
1618.0,17.94
1056.0,17.708
1024.0,16.655
1041.0,15.753
1058.0,15.535
1053.0,15.642
1068.0,15.359
1065.0,15.373
1063.0,15.914
1063.0,17.133
1060.0,18.462
1058.0,19.942
1058.0,21.459
1060.0,23.753
1067.0,26.965
1062.0,31.184
1071.0,34.022
1064.0,35.16
1067.0,34.638
1064.0,32.833
1063.0,30.339
1062.0,27.668
1065.0,26.221
1055.0,25.474
1055.0,25.887
1058.0,27.132
1048.0,28.782
1039.0,30.084
1037.0,30.15
1025.0,28.859
1037.0,27.195
1043.0,25.972
1035.0,25.618
1012.0,25.562
980.0,25.621
810.0,26.401
644.0,28.494
516.0,31.675
125.0,35.932
265.0,37.788
150.0,38.032
48.0,38.375
20.0,38.943
28.0,39.471
27.0,40.248
13.0,40.875
49.0,40.872
111.0,41.636
200.0,44.577
1163.0,45.992
1504.0,4.972
1159.0,6.74
1056.0,8.528
1059.0,10.084
1056.0,11.533
1055.0,12.714
1118.0,14.361
1622.0,15.89
2089.0,17.508
2235.0,19.03
2272.0,20.099
1358.0,19.672
1063.0,17.97
1037.0,16.499
1029.0,16.15
1051.0,16.495
1053.0,16.618
1055.0,16.949
1055.0,17.723
1062.0,18.965
1053.0,19.878
1060.0,20.97
1058.0,22.594
1061.0,25.298
1062.0,29.904
1064.0,36.044
1059.0,40.455
1063.0,42.169
1060.0,41.831
1062.0,39.587
1061.0,36.201
1038.0,33.185
1024.0,32.02
1037.0,32.47
1043.0,32.633
1045.0,33.53
1048.0,35.148
1050.0,36.85
1033.0,35.938
1027.0,33.864
1028.0,32.548
1015.0,32.932
1018.0,33.856
1030.0,33.73
1038.0,33.418
1053.0,33.463
1062.0,35.191
1053.0,38.798
1031.0,44.176
1017.0,46.287
1065.0,46.066
1080.0,45.71
1043.0,45.271
1029.0,46.499
1042.0,47.957
1017.0,47.493
1038.0,46.115
1045.0,46.328
1037.0,48.876
1021.0,48.631
1064.0,4.619
1075.0,6.962
1043.0,10.297
1038.0,13.619
1036.0,15.693
1040.0,16.952
1035.0,17.961
1072.0,18.753
1060.0,19.607
1184.0,20.637
1782.0,20.883
1759.0,20.207
1936.0,18.893
1181.0,17.215
1070.0,16.339
1051.0,16.69
1034.0,17.858
1013.0,18.95
1051.0,20.163
1055.0,21.585
1056.0,22.532
1062.0,23.184
1066.0,24.622
1060.0,27.609
1070.0,33.053
1073.0,40.358
1069.0,45.49
1064.0,48.066
1072.0,48.888
1073.0,48.496
1065.0,44.933
1067.0,40.621
1063.0,39.086
1065.0,39.957
1064.0,40.042
1061.0,40.117
1072.0,41.093
1063.0,41.754
1058.0,39.865
1060.0,37.61
1071.0,37.523
1081.0,39.2
1074.0,41.043
1069.0,41.687
1064.0,41.694
1059.0,41.946
1036.0,43.099
1002.0,46.862
985.0,51.774
992.0,53.167
1028.0,52.043
1048.0,50.904
1049.0,51.01
1051.0,52.296
1056.0,53.982
1059.0,53.794
1060.0,52.81
1064.0,53.436
1058.0,55.189
1060.0,52.453
1068.0,5.988
1067.0,9.407
1037.0,13.103
1031.0,16.279
1050.0,18.53
1053.0,19.803
1024.0,20.685
1043.0,20.756
1052.0,20.513
1062.0,20.22
1065.0,19.587
1089.0,19.221
1458.0,18.357
2277.0,17.388
1435.0,16.196
1061.0,16.676
1047.0,18.648
1051.0,20.813
1031.0,22.733
958.0,24.74
989.0,26.078
1046.0,27.189
1040.0,28.575
1047.0,31.893
1061.0,37.278
1065.0,44.607
1067.0,49.964
1066.0,53.07
1058.0,55.233
1062.0,56.012
1063.0,53.692
1061.0,49.396
1065.0,47.511
1073.0,47.983
1066.0,47.896
1061.0,47.371
1063.0,46.8
1069.0,45.883
1066.0,43.967
1051.0,42.244
1058.0,43.569
1073.0,46.306
1081.0,48.527
1068.0,49.473
1062.0,50.307
1070.0,51.583
1070.0,52.81
1064.0,55.536
1063.0,58.461
1062.0,58.607
1063.0,56.224
1071.0,55.125
1074.0,55.557
1070.0,56.6
1065.0,58.012
1061.0,58.18
1058.0,57.751
1060.0,59.164
1064.0,60.002
1062.0,54.464
1058.0,7.303
1065.0,11.468
1033.0,15.162
1047.0,17.625
1024.0,19.186
1039.0,20.342
1029.0,21.222
1014.0,21.362
1024.0,20.354
1036.0,19.41
1044.0,18.319
1051.0,18.002
1062.0,18.273
1117.0,17.714
1814.0,16.993
1582.0,17.426
1087.0,19.614
1042.0,22.539
970.0,25.221
1030.0,27.877
1036.0,30.11
1001.0,31.973
980.0,34.227
971.0,37.631
1028.0,42.542
1058.0,48.878
1067.0,53.467
1066.0,56.455
1065.0,58.806
1062.0,60.855
1055.0,59.902
1058.0,56.953
1057.0,55.752
1058.0,55.926
1064.0,55.598
1065.0,54.611
1068.0,52.842
1059.0,50.353
1071.0,48.485
1073.0,47.542
1062.0,50.387
1058.0,54.435
1069.0,56.887
1079.0,57.363
1073.0,58.347
1058.0,59.942
1063.0,61.594
1066.0,62.608
1069.0,63.446
1056.0,62.393
1061.0,60.291
1060.0,59.339
1066.0,59.719
1061.0,60.348
1050.0,61.271
1059.0,61.187
1071.0,60.976
1056.0,62.12
1054.0,61.993
1059.0,54.13
1055.0,7.593
1062.0,12.022
1063.0,15.843
1057.0,18.148
1048.0,19.5
1041.0,20.629
1032.0,21.544
1012.0,21.65
1027.0,20.975
1049.0,19.542
1033.0,18.209
1033.0,18.107
1043.0,18.721
1062.0,18.957
1087.0,18.813
1420.0,19.303
1620.0,21.013
1055.0,24.025
1061.0,27.077
1030.0,30.486
976.0,33.458
1027.0,36.92
1050.0,40.458
1037.0,43.744
1046.0,47.885
1061.0,52.985
1046.0,57.381
1056.0,59.416
1067.0,61.649
1063.0,63.952
1057.0,63.92
1061.0,62.358
1052.0,61.583
1058.0,61.784
1047.0,61.783
1056.0,60.692
1059.0,58.608
1065.0,56.282
1066.0,54.458
1077.0,54.083
1080.0,57.262
1073.0,61.263
1070.0,63.23
1072.0,63.908
1077.0,64.355
1067.0,65.477
1057.0,66.613
1060.0,67.057
1051.0,67.219
1063.0,65.996
1063.0,64.587
1067.0,63.954
1061.0,63.781
1067.0,63.961
1064.0,64.535
1048.0,64.013
1060.0,64.15
1070.0,64.716
1053.0,63.961
1054.0,54.399
1053.0,7.117
1046.0,11.91
1048.0,15.844
1050.0,18.34
1045.0,19.991
1046.0,20.735
1029.0,21.727
1041.0,22.12
1031.0,21.193
1025.0,19.872
1025.0,18.618
1034.0,18.198
1040.0,19.266
1039.0,19.78
1051.0,20.005
1066.0,20.379
1257.0,22.061
1580.0,25.112
1112.0,28.369
1022.0,31.903
1017.0,35.263
1005.0,39.922
1009.0,44.409
1052.0,47.646
1052.0,51.313
1048.0,56.879
1059.0,60.384
1063.0,62.028
1065.0,63.58
1035.0,65.699
1042.0,66.864
1053.0,66.543
1045.0,65.931
1052.0,65.938
1050.0,65.924
1053.0,65.695
1043.0,64.509
1060.0,63.074
1054.0,61.784
1123.0,61.784
1332.0,63.795
1309.0,66.376
1113.0,68.101
1059.0,68.106
1335.0,68.437
1369.0,69.034
1364.0,69.735
1468.0,69.855
1430.0,69.467
1652.0,68.535
1325.0,67.903
1228.0,67.472
1239.0,67.342
1160.0,67.342
1095.0,67.716
1060.0,67.251
1055.0,66.846
1064.0,67.185
1071.0,65.956
1067.0,55.379
1064.0,6.57
1043.0,11.399
1048.0,15.447
1056.0,18.287
1054.0,19.903
1055.0,20.988
1041.0,21.966
1036.0,22.348
1034.0,21.584
1029.0,19.958
1021.0,18.644
1030.0,18.564
1032.0,19.54
1030.0,20.421
1047.0,20.831
1046.0,21.133
1049.0,22.818
1117.0,25.723
1673.0,29.167
1429.0,32.351
1015.0,36.129
996.0,41.459
937.0,46.404
955.0,49.481
1024.0,52.756
1063.0,58.338
1063.0,62.011
1069.0,63.248
1062.0,64.221
1062.0,66.199
1013.0,67.636
1009.0,68.649
1025.0,68.483
994.0,67.842
968.0,67.951
1025.0,68.35
1067.0,67.945
998.0,67.548
1085.0,67.456
1408.0,67.322
1439.0,68.115
1482.0,69.522
1650.0,70.647
1631.0,70.74
1837.0,70.711
1357.0,70.933
1514.0,71.371
1874.0,71.046
1290.0,70.556
1670.0,70.228
1509.0,70.185
1277.0,70.112
1170.0,70.009
1314.0,69.945
1511.0,69.858
1122.0,69.696
1040.0,69.033
1048.0,69.009
1053.0,66.537
1052.0,55.0
1055.0,6.22
1052.0,10.487
1116.0,14.349
1231.0,17.33
1179.0,19.352
1040.0,20.511
1032.0,21.807
1034.0,22.362
1037.0,21.609
1036.0,20.356
1040.0,19.066
1044.0,18.95
1035.0,20.033
1035.0,21.332
1037.0,21.662
1041.0,22.114
1045.0,23.405
1060.0,26.119
1131.0,29.348
1681.0,32.319
1843.0,36.172
1469.0,41.674
1335.0,46.494
1493.0,48.857
1262.0,51.656
1005.0,56.213
1043.0,59.661
1051.0,60.847
1064.0,61.56
1069.0,63.137
1040.0,64.885
1013.0,65.877
1055.0,65.477
989.0,64.374
960.0,63.913
962.0,64.636
993.0,64.904
958.0,65.382
1108.0,65.666
1497.0,65.894
1388.0,66.469
1262.0,67.814
1390.0,68.987
1587.0,69.342
1520.0,69.599
1775.0,69.528
1467.0,69.954
1762.0,69.502
1719.0,69.347
1515.0,68.906
2072.0,68.649
1796.0,68.741
1710.0,68.904
1296.0,68.567
1333.0,68.878
1220.0,68.611
1073.0,68.654
1079.0,68.62
1039.0,65.183
1050.0,52.487
1051.0,6.017
1068.0,9.876
1143.0,13.426
1105.0,16.086
1103.0,18.126
1116.0,19.902
1062.0,21.398
1048.0,22.351
1039.0,21.785
1043.0,20.58
1033.0,19.45
1035.0,19.415
1033.0,20.829
1039.0,22.469
1037.0,23.164
1032.0,23.298
1048.0,23.796
1048.0,25.338
1046.0,28.09
1045.0,31.102
1463.0,35.002
2149.0,40.002
1676.0,44.173
1789.0,61.239
1560.0,61.622
1769.0,62.487
1673.0,62.279
1066.0,61.526
1058.0,61.341
1077.0,60.651
1070.0,59.815
1087.0,64.611
1488.0,60.783
1685.0,47.787
1792.0,5.206
1454.0,8.411
1014.0,11.691
969.0,14.678
1138.0,16.991
1535.0,18.746
1522.0,20.57
1838.0,21.762
1559.0,21.563
1136.0,20.669
1193.0,19.506
1667.0,19.463
1707.0,21.271
1897.0,23.779
1877.0,25.331
1377.0,25.251
1787.0,24.581
1645.0,25.064
1575.0,27.316
2040.0,3.541
1654.0,5.182
1486.0,8.511
1423.0,12.969
1071.0,16.18
1085.0,18.216
1078.0,19.83
1075.0,21.119
1066.0,21.488
1089.0,20.91
1131.0,19.971
1181.0,20.058
1339.0,22.309
1228.0,24.932
1074.0,27.256
1057.0,27.169
1052.0,2.483
1035.0,3.445
1038.0,6.527
1034.0,11.466
1030.0,15.205
1035.0,17.034
1029.0,18.432
1029.0,20.017
1028.0,21.686
1043.0,22.383
1033.0,22.214
1033.0,22.189
1035.0,23.49
1089.0,25.766
1132.0,2.201
1765.0,2.69
1397.0,4.777
1356.0,8.188
1764.0,10.787
1805.0,12.375
1047.0,14.103
1099.0,16.959
1571.0,20.931
1709.0,23.978
1266.0,24.782
1279.0,24.801
1575.0,2.043
1520.0,2.092
1143.0,3.202
1656.0,5.119
1366.0,6.97
1485.0,8.249
1787.0,10.016
1270.0,13.25
1072.0,2.065
1059.0,3.887
1117.0,6.956
1134.0,11.248
1089.0,2.07
1087.0,3.719
1082.0,6.905
1069.0,11.409
1063.0,14.514
1148.0,14.989
1611.0,13.28
2322.0,10.897
1822.0,10.598
1549.0,2.157
1834.0,3.834
1658.0,7.019
1424.0,11.215
1517.0,14.535
1285.0,15.334
1170.0,14.654
1237.0,13.716
1308.0,13.751
1357.0,15.4
1486.0,17.721
1415.0,19.831
1163.0,20.644
1053.0,40.633
1057.0,35.708
1047.0,26.301
1030.0,3.147
1022.0,4.959
1023.0,7.91
1033.0,11.85
1033.0,14.507
1043.0,15.528
1052.0,15.744
1053.0,15.753
1050.0,16.039
1042.0,16.968
1054.0,18.798
1072.0,20.535
1087.0,21.175
1418.0,20.943
2030.0,20.485
1858.0,47.341
1726.0,47.851
1887.0,47.027
1274.0,45.456
1777.0,44.433
2196.0,44.865
1819.0,45.203
1644.0,46.251
1601.0,48.948
1300.0,50.128
1066.0,45.506
1160.0,34.877
1371.0,5.191
1244.0,7.632
1077.0,10.391
1034.0,13.091
1027.0,14.761
1027.0,15.603
1019.0,15.859
1016.0,16.029
1022.0,16.587
1036.0,17.613
1055.0,19.469
1073.0,21.23
1066.0,21.7
1171.0,21.226
1196.0,20.446
1522.0,19.738
1435.0,19.438
1408.0,50.777
1333.0,52.587
1432.0,54.561
1592.0,55.996
1663.0,55.44
1390.0,54.918
1469.0,55.369
1524.0,56.194
1290.0,56.445
1225.0,57.373
1231.0,58.474
1215.0,53.885
1229.0,42.431
1270.0,7.012
1041.0,10.201
1038.0,13.043
1017.0,14.747
1020.0,15.563
1021.0,16.067
1033.0,16.38
1034.0,16.589
1042.0,17.259
1038.0,18.678
1028.0,21.138
1046.0,23.18
1049.0,23.532
1043.0,22.788
1030.0,21.325
1036.0,19.822
1051.0,18.567
1123.0,18.504
1396.0,20.103
2072.0,21.763
2253.0,40.569
2037.0,44.101
1161.0,48.552
1119.0,51.152
1339.0,53.243
1411.0,56.019
1284.0,58.08
1137.0,58.812
1102.0,58.399
1048.0,59.409
1032.0,60.744
1042.0,60.746
1046.0,60.826
1048.0,61.149
1038.0,56.904
1030.0,45.877
1032.0,7.923
1044.0,11.733
1044.0,14.621
1051.0,16.256
1043.0,16.759
1046.0,16.975
1053.0,17.34
1068.0,17.501
1197.0,18.251
1222.0,20.271
1269.0,23.567
1574.0,26.022
1383.0,26.083
1345.0,24.608
1342.0,22.705
1395.0,20.676
1410.0,18.741
1310.0,18.553
1114.0,19.722
1359.0,21.555
1482.0,22.291
1169.0,20.882
1198.0,18.979
1201.0,18.054
1204.0,32.587
1356.0,34.475
1023.0,34.503
1018.0,34.397
1011.0,35.966
1019.0,37.581
1040.0,38.767
1037.0,42.148
1031.0,46.342
1042.0,49.089
1050.0,51.148
1039.0,53.948
1044.0,56.629
1050.0,58.25
1059.0,58.205
1051.0,59.407
1047.0,61.058
1048.0,61.017
1084.0,60.543
1199.0,60.651
1800.0,57.158
2332.0,47.261
2197.0,8.17
1302.0,12.126
1068.0,15.157
1093.0,16.56
1107.0,17.178
1079.0,17.479
1071.0,17.61
1056.0,18.078
1035.0,18.961
1021.0,21.127
1040.0,24.615
1047.0,27.205
1042.0,26.895
1040.0,25.007
1032.0,22.787
1036.0,20.546
1035.0,18.47
1043.0,18.153
1056.0,19.406
1052.0,21.449
1053.0,22.63
1070.0,21.562
1107.0,19.519
1207.0,18.578
1197.0,18.812
1227.0,19.561
1647.0,19.577
1339.0,18.836
1266.0,17.745
1272.0,16.719
1265.0,17.426
1339.0,19.348
1287.0,20.887
1115.0,22.759
1335.0,25.02
1333.0,26.934
1172.0,27.203
1190.0,27.428
1187.0,29.975
1196.0,32.336
1382.0,32.393
1048.0,32.153
1011.0,33.862
1029.0,35.447
1010.0,36.648
1012.0,39.322
1039.0,43.511
1034.0,45.901
1031.0,47.407
1027.0,50.777
1031.0,53.821
1045.0,55.843
1039.0,56.677
1037.0,57.688
1046.0,59.582
1043.0,59.764
1038.0,59.076
1037.0,59.281
1047.0,56.187
1081.0,46.94
1265.0,8.279
1963.0,12.103
2197.0,14.933
2050.0,16.468
1603.0,16.995
1293.0,17.332
1540.0,17.547
1527.0,17.962
1497.0,18.912
1225.0,21.469
1077.0,24.838
1066.0,27.185
1046.0,26.551
1051.0,24.307
1060.0,21.686
1054.0,19.437
1049.0,17.094
1058.0,16.838
1044.0,18.49
1043.0,20.7
1053.0,22.307
1050.0,21.606
1050.0,19.787
1041.0,18.63
1033.0,19.056
1064.0,19.706
1186.0,19.75
1159.0,19.238
1369.0,17.934
1637.0,16.97
1414.0,17.129
1305.0,18.74
1285.0,20.313
1300.0,21.909
1382.0,23.426
1251.0,24.52
1133.0,24.448
1398.0,24.545
1289.0,26.72
1195.0,28.765
1215.0,29.243
1187.0,29.313
1190.0,31.079
1444.0,32.632
1086.0,33.939
1094.0,36.59
1061.0,40.196
1048.0,42.048
1045.0,42.869
1026.0,45.843
1015.0,49.888
1024.0,52.643
1011.0,54.146
1018.0,54.919
1026.0,56.68
1039.0,56.405
1051.0,56.341
1037.0,56.582
1028.0,54.503
1033.0,46.215
1041.0,8.332
1044.0,11.91
1045.0,14.587
1035.0,15.915
1041.0,16.52
1086.0,16.971
1149.0,17.257
1788.0,17.758
1828.0,18.751
1523.0,21.251
1821.0,24.708
1846.0,26.477
1889.0,24.966
2077.0,22.293
1839.0,19.404
1458.0,17.071
1547.0,15.372
1667.0,15.49
1465.0,16.993
1305.0,19.55
1955.0,21.276
2015.0,20.737
1712.0,19.089
1339.0,18.324
1106.0,18.808
1054.0,19.755
1017.0,20.006
1029.0,19.572
1039.0,18.548
1034.0,17.499
1046.0,17.674
1047.0,18.72
1065.0,19.902
1141.0,21.095
1349.0,21.997
1557.0,22.479
1404.0,22.156
1402.0,21.914
1365.0,23.45
1404.0,25.299
1462.0,25.787
1468.0,26.279
1200.0,27.989
1187.0,29.436
1359.0,30.906
1197.0,33.244
1214.0,36.482
1192.0,37.605
1158.0,38.682
1156.0,41.361
1448.0,45.618
1079.0,48.74
1083.0,50.291
1045.0,51.041
1048.0,52.151
1043.0,52.106
1007.0,51.65
1045.0,52.853
1041.0,51.794
1018.0,45.539
1031.0,8.209
1025.0,11.168
1024.0,13.271
1018.0,14.52
1026.0,14.989
1042.0,15.382
1044.0,15.927
1051.0,16.622
1047.0,18.115
1041.0,20.873
1038.0,24.328
1063.0,25.313
1083.0,22.811
1000.0,19.443
1630.0,16.317
1606.0,14.349
1264.0,13.368
1655.0,14.067
1129.0,16.032
1069.0,18.712
1158.0,20.58
1698.0,20.063
1403.0,18.354
1316.0,17.712
1426.0,18.416
1639.0,19.651
1243.0,20.125
1131.0,20.112
1507.0,19.415
1447.0,18.497
1313.0,18.386
1685.0,19.014
1603.0,19.339
1705.0,19.921
2162.0,20.437
1734.0,20.775
1209.0,20.145
1095.0,19.24
1066.0,19.849
1051.0,21.52
1087.0,22.471
1550.0,23.065
2013.0,24.28
1672.0,25.483
1475.0,27.095
1451.0,29.142
1565.0,31.596
1677.0,32.734
1371.0,33.984
1205.0,37.005
1468.0,40.961
1392.0,43.941
1260.0,45.322
1279.0,44.673
1263.0,45.309
1221.0,46.092
1231.0,46.649
1471.0,47.392
1073.0,47.52
1078.0,43.374
1066.0,7.943
1064.0,9.739
1023.0,10.858
1013.0,11.37
1044.0,11.578
1036.0,12.103
1034.0,13.083
1041.0,14.283
1037.0,16.672
1030.0,20.16
1042.0,23.458
1036.0,23.688
1038.0,20.345
1043.0,16.575
1044.0,13.742
1038.0,12.455
1032.0,12.24
1042.0,13.132
1273.0,14.944
2095.0,17.664
2005.0,19.614
1381.0,19.003
1586.0,17.369
1505.0,16.733
1286.0,17.469
1038.0,18.848
1067.0,19.856
1073.0,20.35
1082.0,20.254
1133.0,19.936
1281.0,19.519
1206.0,18.873
994.0,17.923
934.0,17.461
977.0,17.855
994.0,18.494
1286.0,17.976
1576.0,16.914
1511.0,17.388
1662.0,18.656
1859.0,19.781
1951.0,19.88
1806.0,20.011
1769.0,20.849
2152.0,22.891
1480.0,24.685
1096.0,26.13
1035.0,27.327
1188.0,29.374
1995.0,32.819
1654.0,36.564
1402.0,39.58
1728.0,39.991
1227.0,38.202
1137.0,37.685
1245.0,39.556
1237.0,41.356
1208.0,42.563
1234.0,42.807
1337.0,40.325
1487.0,8.859
1457.0,9.652
1416.0,9.841
1306.0,9.681
1450.0,9.692
1046.0,10.096
1038.0,11.077
1025.0,12.464
1033.0,14.523
1027.0,17.48
1030.0,20.726
1030.0,20.63
1032.0,17.112
1037.0,13.838
1027.0,12.332
1029.0,12.082
1048.0,12.424
1043.0,13.002
1075.0,13.987
1581.0,16.054
1612.0,17.49
1495.0,17.291
1054.0,16.14
1155.0,15.734
1002.0,16.541
977.0,18.278
1041.0,19.536
1064.0,20.695
1067.0,20.807
1071.0,20.509
1061.0,19.604
1028.0,18.451
998.0,17.044
951.0,15.635
916.0,15.485
934.0,16.136
951.0,16.028
968.0,15.481
1154.0,15.774
1740.0,16.865
1771.0,17.671
1865.0,17.718
1869.0,17.114
1811.0,17.886
1506.0,19.85
1707.0,20.995
1825.0,21.527
1764.0,22.649
2142.0,25.082
1822.0,28.686
1626.0,32.377
1428.0,35.303
1352.0,35.655
1139.0,33.079
1068.0,31.421
1071.0,33.767
1061.0,36.43
1067.0,37.877
1142.0,37.847
1185.0,35.664
1177.0,10.103
1246.0,10.785
1249.0,10.512
1159.0,9.852
1091.0,9.694
1073.0,9.874
1043.0,11.115
1032.0,12.161
1032.0,13.287
1034.0,15.329
1044.0,17.642
1037.0,17.438
1025.0,14.459
1041.0,12.07
1041.0,11.824
1037.0,12.639
1044.0,13.487
1047.0,13.722
1084.0,13.765
1556.0,14.843
1993.0,15.682
1370.0,15.848
1022.0,15.3
1012.0,15.191
1000.0,16.002
1001.0,18.145
970.0,19.723
1022.0,20.908
1057.0,20.826
1054.0,20.238
1062.0,19.052
1056.0,17.58
1048.0,16.111
1006.0,14.885
991.0,14.36
1008.0,14.629
1020.0,14.773
995.0,14.701
1008.0,15.091
986.0,15.88
1250.0,17.102
1937.0,17.033
1961.0,16.295
1897.0,16.445
1699.0,17.925
1335.0,18.444
1567.0,18.587
1622.0,19.349
1384.0,21.391
1662.0,24.438
1453.0,28.183
1304.0,31.447
1202.0,32.463
1206.0,29.692
1293.0,27.837
1089.0,29.316
1039.0,31.965
1038.0,32.476
1049.0,32.09
1063.0,30.283
1165.0,10.405
1116.0,11.268
1077.0,11.09
1175.0,10.501
1076.0,10.36
1047.0,10.821
1071.0,12.198
1047.0,13.244
1045.0,13.982
1025.0,15.343
1033.0,16.739
1037.0,16.079
1035.0,13.222
1025.0,11.389
1018.0,11.537
1036.0,12.875
1048.0,13.8
1038.0,13.821
1044.0,13.768
1177.0,14.629
1607.0,15.464
1990.0,15.509
1386.0,15.244
1006.0,15.255
1066.0,16.489
1064.0,18.74
1044.0,20.411
967.0,21.499
959.0,21.494
999.0,20.479
1041.0,18.9
1062.0,16.946
1058.0,15.595
1048.0,14.719
1049.0,14.291
1039.0,14.381
1012.0,14.566
1017.0,14.763
1033.0,15.033
1033.0,15.872
1017.0,16.752
1022.0,16.719
1158.0,15.901
1315.0,15.47
1301.0,16.426
1504.0,17.053
1524.0,17.333
1533.0,17.725
1688.0,19.067
1701.0,20.885
1873.0,23.779
1533.0,27.311
1472.0,29.014
1252.0,26.808
1214.0,24.633
1471.0,25.624
1197.0,27.459
1053.0,27.709
1024.0,26.93
1025.0,26.335
1042.0,9.721
1059.0,11.133
1166.0,11.654
1123.0,11.587
1154.0,11.539
1083.0,11.974
1028.0,13.086
1007.0,13.97
1043.0,14.5
1041.0,15.539
1043.0,16.615
1041.0,15.561
1036.0,12.896
1030.0,11.282
1030.0,11.475
1011.0,12.747
1029.0,13.765
1040.0,13.904
1041.0,13.722
1037.0,14.635
1038.0,15.58
1142.0,15.843
1704.0,15.625
1799.0,15.777
1169.0,17.153
1061.0,19.5
1054.0,21.239
1050.0,22.195
1034.0,22.191
987.0,21.131
973.0,19.272
996.0,17.2
1052.0,15.794
1059.0,15.048
1057.0,14.8
1070.0,14.916
1066.0,15.342
1072.0,15.461
1062.0,15.624
1064.0,15.824
1059.0,16.267
1066.0,16.095
1070.0,15.375
1072.0,15.038
1066.0,15.759
1063.0,16.404
1061.0,17.032
1049.0,17.326
1084.0,17.602
1077.0,18.397
1069.0,20.266
1072.0,23.37
1070.0,25.041
1060.0,23.966
1139.0,21.853
1269.0,22.612
1139.0,23.476
1063.0,23.215
1070.0,23.268
1056.0,23.623
1038.0,9.748
1033.0,11.366
1039.0,12.65
1052.0,13.012
1061.0,13.124
1054.0,13.212
1033.0,13.917
1043.0,14.302
1056.0,14.639
1051.0,15.53
1056.0,16.427
1043.0,15.687
1036.0,13.266
1038.0,11.556
1029.0,11.927
1025.0,13.346
1042.0,14.223
1032.0,14.13
1037.0,14.07
1040.0,14.953
1043.0,16.011
1047.0,16.323
1079.0,16.084
1152.0,16.394
1785.0,18.009
1354.0,20.379
1064.0,22.178
1050.0,22.991
992.0,22.971
995.0,21.948
984.0,20.167
964.0,18.022
982.0,16.666
1045.0,15.872
1056.0,15.713
1057.0,16.033
1065.0,16.363
1060.0,16.409
1057.0,16.265
1062.0,16.181
1071.0,16.193
1060.0,15.941
1060.0,15.371
1063.0,15.334
1069.0,15.9
1079.0,16.651
1071.0,17.248
1068.0,17.257
1068.0,17.277
1071.0,17.047
1073.0,17.942
1068.0,20.66
1058.0,22.552
1067.0,21.687
1083.0,19.966
1080.0,20.37
1071.0,20.514
1056.0,20.141
1086.0,20.796
1076.0,22.331
1065.0,9.921
1056.0,11.612
1049.0,13.195
1050.0,13.822
1065.0,13.901
1064.0,13.98
1067.0,14.381
1067.0,14.505
1067.0,14.587
1064.0,15.228
1052.0,16.208
1051.0,15.809
1054.0,13.912
1042.0,12.649
1031.0,13.128
1026.0,14.085
1027.0,14.809
1028.0,14.618
1037.0,14.577
1045.0,15.611
1042.0,16.502
1046.0,16.719
1062.0,16.46
1069.0,17.051
1393.0,18.644
2036.0,21.315
1606.0,23.234
1080.0,24.364
1050.0,24.204
1044.0,23.129
1038.0,21.444
1035.0,19.136
1012.0,17.585
1023.0,16.823
1053.0,16.778
1061.0,17.403
1064.0,17.899
1066.0,17.549
1060.0,16.972
1057.0,16.488
1057.0,16.646
1070.0,16.296
1069.0,15.772
1063.0,15.663
1064.0,16.374
1066.0,17.105
1069.0,17.372
1070.0,17.477
1071.0,16.917
1066.0,16.634
1067.0,17.019
1065.0,19.084
1068.0,20.893
1061.0,20.116
1056.0,18.807
1062.0,19.145
1071.0,19.299
1062.0,19.161
1049.0,20.615
1064.0,22.886
1075.0,9.697
1063.0,11.847
1060.0,13.361
1065.0,14.001
1067.0,13.996
1069.0,14.089
1070.0,14.352
1063.0,14.558
1055.0,14.502
1061.0,14.972
1062.0,15.872
1032.0,15.591
1040.0,14.607
1041.0,13.701
1031.0,13.775
1033.0,14.443
1023.0,14.714
1012.0,14.658
1031.0,14.847
1047.0,16.06
1040.0,16.985
1063.0,16.969
1051.0,16.97
1088.0,17.571
1482.0,19.306
1626.0,21.994
1706.0,24.117
1440.0,25.276
1044.0,25.306
1048.0,24.493
1045.0,22.588
1033.0,20.47
1031.0,18.817
1050.0,17.88
1050.0,17.859
1035.0,18.913
1053.0,19.293
1069.0,18.636
1074.0,17.819
